reservation_datetime,heure,heure_int,minute,jour_semaine,season,ville,gouvernorat,zone_type,latitude,longitude,population,intensite_ville,has_beach,beach_name,periode,cause_circulation,weather_code,weathercode_raw,weather_label,weather_mult,temperature_2m,precipitation,rain,windspeed_10m,visibility,sunrise,sunset,trafic_niveau,trafic_label,demande,indice_congestion,retard_estime_min,vitesse_moy_kmh,chauffeurs_actifs,is_night,is_ramadan_slot,is_friday_slot,is_school_slot,is_prayer_slot,is_beach_hour,beach_peak_reason,beach_surge_applied,beach_surge_value,surge_multiplier,is_ramadan_last_week,is_aid_el_fitr,is_aid_adha_week,is_new_year_eve,is_new_year_days,special_event,weather_estimated
2026-04-08 10:53:26,07:15,10,53,2,printemps,Ariana,Ariana,banlieue,36.8625,10.1956,497727,4,0,,matin_normal,pic_absolu_matin,1,3,clair,1.0,22.1,0.0,0.0,4.8,41700.0,05:54,18:47,3,élevé,surge,94,23,15,97,0,0,0,0,0,0,none,0,1.0,2.451,0,0,0,0,0,none,False
2026-04-08 10:53:26,07:30,10,53,2,printemps,Ariana,Ariana,banlieue,36.8625,10.1956,497727,4,0,,matin_normal,pic_absolu_matin,1,3,clair,1.0,22.1,0.0,0.0,4.8,41700.0,05:54,18:47,3,élevé,surge,90,19,16,97,0,0,0,0,0,0,none,0,1.0,2.291,0,0,0,0,0,none,False
2026-04-08 10:53:26,07:45,10,53,2,printemps,Ariana,Ariana,banlieue,36.8625,10.1956,497727,4,0,,matin_normal,flux_habituel,1,3,clair,1.0,22.1,0.0,0.0,4.8,41700.0,05:54,18:47,1,faible,surge,59,2,37,100,0,0,0,0,0,0,none,0,1.0,2.139,0,0,0,0,0,none,False
2026-04-08 10:53:26,08:00,10,53,2,printemps,Ariana,Ariana,banlieue,36.8625,10.1956,497727,4,0,,matin_normal,pic_absolu_matin,1,3,clair,1.0,22.1,0.0,0.0,4.8,41700.0,05:54,18:47,3,élevé,surge,86,22,13,99,0,0,0,0,0,0,none,0,1.0,2.187,0,0,0,0,0,none,False
2026-04-08 10:53:26,08:15,10,53,2,printemps,Ariana,Ariana,banlieue,36.8625,10.1956,497727,4,0,,matin_normal,pic_absolu_matin,1,3,clair,1.0,22.1,0.0,0.0,4.8,41700.0,05:54,18:47,3,élevé,surge,92,23,12,97,0,0,0,0,0,0,none,0,1.0,2.371,0,0,0,0,0,none,False
2026-04-08 10:53:26,08:30,10,53,2,printemps,Ariana,Ariana,banlieue,36.8625,10.1956,497727,4,0,,matin_normal,pic_absolu_matin,1,3,clair,1.0,22.1,0.0,0.0,4.8,41700.0,05:54,18:47,3,élevé,surge,93,22,16,100,0,0,0,0,0,0,none,0,1.0,2.428,0,0,0,0,0,none,False
2026-04-08 10:53:26,08:45,10,53,2,printemps,Ariana,Ariana,banlieue,36.8625,10.1956,497727,4,0,,matin_normal,flux_habituel,1,3,clair,1.0,22.1,0.0,0.0,4.8,41700.0,05:54,18:47,1,faible,surge,66,3,37,97,0,0,0,0,0,0,none,0,1.0,2.354,0,0,0,0,0,none,False
2026-04-08 10:53:26,09:00,10,53,2,printemps,Ariana,Ariana,banlieue,36.8625,10.1956,497727,4,0,,matin_normal,fin_rush_entrée_bureau,1,3,clair,1.0,22.1,0.0,0.0,4.8,41700.0,05:54,18:47,2,modéré,rush,65,9,22,101,0,0,0,0,0,0,none,0,1.0,1.826,0,0,0,0,0,none,False
2026-04-08 10:53:26,09:15,10,53,2,printemps,Ariana,Ariana,banlieue,36.8625,10.1956,497727,4,0,,matin_normal,fin_rush_entrée_bureau,1,3,clair,1.0,22.1,0.0,0.0,4.8,41700.0,05:54,18:47,2,modéré,rush,65,8,23,100,0,0,0,0,0,0,none,0,1.0,1.854,0,0,0,0,0,none,False
2026-04-08 10:53:26,09:30,10,53,2,printemps,Ariana,Ariana,banlieue,36.8625,10.1956,497727,4,0,,matin_normal,fin_rush_entrée_bureau,1,3,clair,1.0,22.1,0.0,0.0,4.8,41700.0,05:54,18:47,2,modéré,rush,67,6,21,97,0,0,0,0,0,0,none,0,1.0,1.881,0,0,0,0,0,none,False
2026-04-08 10:53:26,09:45,10,53,2,printemps,Ariana,Ariana,banlieue,36.8625,10.1956,497727,4,0,,matin_normal,fin_rush_entrée_bureau,1,3,clair,1.0,22.1,0.0,0.0,4.8,41700.0,05:54,18:47,2,modéré,rush,76,9,27,97,0,0,0,0,0,0,none,0,1.0,2.109,0,0,0,0,0,none,False
2026-04-08 10:53:26,10:00,10,53,2,printemps,Ariana,Ariana,banlieue,36.8625,10.1956,497727,4,0,,matin_normal,flux_habituel,1,3,clair,1.0,22.1,0.0,0.0,4.8,41700.0,05:54,18:47,1,faible,normal,52,5,38,100,0,0,0,0,0,0,none,0,1.0,1.641,0,0,0,0,0,none,False
2026-04-08 10:53:26,10:30,10,53,2,printemps,Ariana,Ariana,banlieue,36.8625,10.1956,497727,4,0,,matin_normal,flux_habituel,1,3,clair,1.0,22.1,0.0,0.0,4.8,41700.0,05:54,18:47,1,faible,normal,54,3,36,101,0,0,0,0,0,0,none,0,1.0,1.607,0,0,0,0,0,none,False
2026-04-08 10:53:26,11:00,10,53,2,printemps,Ariana,Ariana,banlieue,36.8625,10.1956,497727,4,0,,matin_normal,flux_habituel,1,3,clair,1.0,22.1,0.0,0.0,4.8,41700.0,05:54,18:47,1,faible,normal,48,4,40,97,0,0,0,0,0,0,none,0,1.0,1.443,0,0,0,0,0,none,False
2026-04-08 10:53:26,11:15,10,53,2,printemps,Ariana,Ariana,banlieue,36.8625,10.1956,497727,4,0,,matin_normal,flux_habituel,1,3,clair,1.0,22.1,0.0,0.0,4.8,41700.0,05:54,18:47,1,faible,normal,54,5,35,97,0,0,0,0,0,0,none,0,1.0,1.619,0,0,0,0,0,none,False
2026-04-08 10:53:26,11:30,10,53,2,printemps,Ariana,Ariana,banlieue,36.8625,10.1956,497727,4,0,,matin_normal,préparation_prière_vendredi,1,3,clair,1.0,22.1,0.0,0.0,4.8,41700.0,05:54,18:47,1,faible,normal,50,5,37,97,0,0,0,0,0,0,none,0,1.0,1.684,0,0,0,0,0,none,False
2026-04-08 10:53:26,11:45,10,53,2,printemps,Ariana,Ariana,banlieue,36.8625,10.1956,497727,4,0,,matin_normal,préparation_prière_vendredi,1,3,clair,1.0,22.1,0.0,0.0,4.8,41700.0,05:54,18:47,1,faible,normal,49,5,40,100,0,0,0,0,0,0,none,0,1.0,1.604,0,0,0,0,0,none,False
2026-04-08 10:53:26,12:00,10,53,2,printemps,Ariana,Ariana,banlieue,36.8625,10.1956,497727,4,0,,matin_normal,prière_dhuhr_mosquée,1,3,clair,1.0,22.1,0.0,0.0,4.8,41700.0,05:54,18:47,2,modéré,rush,64,5,23,100,0,0,0,0,0,0,none,0,1.0,1.565,0,0,0,0,0,none,False
2026-04-08 10:53:26,12:15,10,53,2,printemps,Ariana,Ariana,banlieue,36.8625,10.1956,497727,4,0,,matin_normal,sortie_lycées_collèges,1,3,clair,1.0,22.1,0.0,0.0,4.8,41700.0,05:54,18:47,2,modéré,rush,74,10,24,98,0,0,0,0,0,0,none,0,1.0,2.101,0,0,0,0,0,none,False
2026-04-08 10:53:26,12:30,10,53,2,printemps,Ariana,Ariana,banlieue,36.8625,10.1956,497727,4,0,,matin_normal,sortie_mosquée_jumu3a,1,3,clair,1.0,22.1,0.0,0.0,4.8,41700.0,05:54,18:47,2,modéré,rush,76,7,21,97,0,0,0,0,0,0,none,0,1.0,2.332,0,0,0,0,0,none,False
2026-04-08 10:53:26,12:45,10,53,2,printemps,Ariana,Ariana,banlieue,36.8625,10.1956,497727,4,0,,matin_normal,sortie_mosquée_jumu3a,1,3,clair,1.0,22.1,0.0,0.0,4.8,41700.0,05:54,18:47,2,modéré,rush,77,10,23,99,0,0,0,0,0,0,none,0,1.0,2.256,0,0,0,0,0,none,False
2026-04-08 10:53:26,13:00,10,53,2,printemps,Ariana,Ariana,banlieue,36.8625,10.1956,497727,4,0,,matin_normal,pic_déjeuner_retour_maison,1,3,clair,1.0,22.1,0.0,0.0,4.8,41700.0,05:54,18:47,3,élevé,surge,90,20,13,99,0,0,0,0,0,0,none,0,1.0,2.42,0,0,0,0,0,none,False
2026-04-08 10:53:26,13:15,10,53,2,printemps,Ariana,Ariana,banlieue,36.8625,10.1956,497727,4,0,,matin_normal,pic_déjeuner_retour_maison,1,3,clair,1.0,22.1,0.0,0.0,4.8,41700.0,05:54,18:47,3,élevé,surge,84,21,10,97,0,0,0,0,0,0,none,0,1.0,2.024,0,0,0,0,0,none,False
2026-04-08 10:53:26,13:30,10,53,2,printemps,Ariana,Ariana,banlieue,36.8625,10.1956,497727,4,0,,matin_normal,pic_déjeuner_retour_maison,1,3,clair,1.0,22.1,0.0,0.0,4.8,41700.0,05:54,18:47,3,élevé,surge,87,18,13,98,0,0,0,0,0,0,none,0,1.0,2.373,0,0,0,0,0,none,False
2026-04-08 10:53:26,13:45,10,53,2,printemps,Ariana,Ariana,banlieue,36.8625,10.1956,497727,4,0,,matin_normal,pic_déjeuner_retour_maison,1,3,clair,1.0,22.1,0.0,0.0,4.8,41700.0,05:54,18:47,1,faible,normal,43,2,37,97,0,0,0,0,0,0,none,0,1.0,1.307,0,0,0,0,0,none,False
2026-04-08 10:53:26,14:00,10,53,2,printemps,Ariana,Ariana,banlieue,36.8625,10.1956,497727,4,0,,matin_normal,reprise_après_déjeuner,1,3,clair,1.0,22.1,0.0,0.0,4.8,41700.0,05:54,18:47,2,modéré,rush,67,5,26,99,0,0,0,0,0,0,none,0,1.0,1.763,0,0,0,0,0,none,False
2026-04-08 10:53:26,14:15,10,53,2,printemps,Ariana,Ariana,banlieue,36.8625,10.1956,497727,4,0,,matin_normal,reprise_après_déjeuner,1,3,clair,1.0,22.1,0.0,0.0,4.8,41700.0,05:54,18:47,2,modéré,rush,65,9,24,99,0,0,0,0,0,0,none,0,1.0,1.866,0,0,0,0,0,none,False
2026-04-08 10:53:26,14:30,10,53,2,printemps,Ariana,Ariana,banlieue,36.8625,10.1956,497727,4,0,,matin_normal,reprise_après_déjeuner,1,3,clair,1.0,22.1,0.0,0.0,4.8,41700.0,05:54,18:47,2,modéré,rush,70,7,24,99,0,0,0,0,0,0,none,0,1.0,2.047,0,0,0,0,0,none,False
2026-04-08 10:53:26,14:45,10,53,2,printemps,Ariana,Ariana,banlieue,36.8625,10.1956,497727,4,0,,matin_normal,reprise_après_déjeuner,1,3,clair,1.0,22.1,0.0,0.0,4.8,41700.0,05:54,18:47,2,modéré,rush,70,8,26,97,0,0,0,0,0,0,none,0,1.0,1.88,0,0,0,0,0,none,False
2026-04-08 10:53:26,15:00,10,53,2,printemps,Ariana,Ariana,banlieue,36.8625,10.1956,497727,4,0,,matin_normal,flux_habituel,1,3,clair,1.0,22.1,0.0,0.0,4.8,41700.0,05:54,18:47,1,faible,normal,53,0,35,99,0,0,0,0,0,0,none,0,1.0,1.565,0,0,0,0,0,none,False
2026-04-08 10:53:26,15:30,10,53,2,printemps,Ariana,Ariana,banlieue,36.8625,10.1956,497727,4,0,,matin_normal,flux_habituel,1,3,clair,1.0,22.1,0.0,0.0,4.8,41700.0,05:54,18:47,1,faible,normal,51,0,39,100,0,0,0,0,0,0,none,0,1.0,1.47,0,0,0,0,0,none,False
2026-04-08 10:53:26,16:00,10,53,2,printemps,Ariana,Ariana,banlieue,36.8625,10.1956,497727,4,0,,matin_normal,flux_habituel,1,3,clair,1.0,22.1,0.0,0.0,4.8,41700.0,05:54,18:47,2,modéré,rush,65,7,22,98,0,0,0,0,0,0,none,0,1.0,1.74,0,0,0,0,0,none,False
2026-04-08 10:53:26,16:15,10,53,2,printemps,Ariana,Ariana,banlieue,36.8625,10.1956,497727,4,0,,matin_normal,flux_habituel,1,3,clair,1.0,22.1,0.0,0.0,4.8,41700.0,05:54,18:47,2,modéré,rush,72,10,22,100,0,0,0,0,0,0,none,0,1.0,2.033,0,0,0,0,0,none,False
2026-04-08 10:53:26,16:30,10,53,2,printemps,Ariana,Ariana,banlieue,36.8625,10.1956,497727,4,0,,matin_normal,sortie_écoles_privées,1,3,clair,1.0,22.1,0.0,0.0,4.8,41700.0,05:54,18:47,2,modéré,rush,73,9,25,97,0,0,0,0,0,0,none,0,1.0,1.938,0,0,0,0,0,none,False
2026-04-08 10:53:26,16:45,10,53,2,printemps,Ariana,Ariana,banlieue,36.8625,10.1956,497727,4,0,,matin_normal,sortie_écoles_privées,1,3,clair,1.0,22.1,0.0,0.0,4.8,41700.0,05:54,18:47,2,modéré,rush,68,8,27,99,0,0,0,0,0,0,none,0,1.0,1.84,0,0,0,0,0,none,False
2026-04-08 10:53:26,17:00,10,53,2,printemps,Ariana,Ariana,banlieue,36.8625,10.1956,497727,4,0,,matin_normal,pic_absolu_soir,1,3,clair,1.0,22.1,0.0,0.0,4.8,41700.0,05:54,18:47,3,élevé,surge,92,22,15,99,0,0,0,0,0,0,none,0,1.0,2.302,0,0,0,0,0,none,False
2026-04-08 10:53:26,17:15,10,53,2,printemps,Ariana,Ariana,banlieue,36.8625,10.1956,497727,4,0,,matin_normal,pic_absolu_soir,1,3,clair,1.0,22.1,0.0,0.0,4.8,41700.0,05:54,18:47,3,élevé,surge,93,23,10,98,0,0,0,0,0,0,none,0,1.0,2.398,0,0,0,0,0,none,False
2026-04-08 10:53:26,17:30,10,53,2,printemps,Ariana,Ariana,banlieue,36.8625,10.1956,497727,4,0,,matin_normal,pic_absolu_soir,1,3,clair,1.0,22.1,0.0,0.0,4.8,41700.0,05:54,18:47,3,élevé,surge,87,20,13,101,0,0,0,0,0,0,none,0,1.0,2.287,0,0,0,0,0,none,False
2026-04-08 10:53:26,17:45,10,53,2,printemps,Ariana,Ariana,banlieue,36.8625,10.1956,497727,4,0,,matin_normal,rush_iftar_ramadan,1,3,clair,1.0,22.1,0.0,0.0,4.8,41700.0,05:54,18:47,1,faible,surge,71,1,39,97,0,0,0,0,0,0,none,0,1.0,2.517,0,0,0,0,0,none,False
2026-04-08 10:53:26,18:00,10,53,2,printemps,Ariana,Ariana,banlieue,36.8625,10.1956,497727,4,0,,matin_normal,pic_absolu_soir,1,3,clair,1.0,22.1,0.0,0.0,4.8,41700.0,05:54,18:47,3,élevé,surge,92,21,13,98,0,0,0,0,0,0,none,0,1.0,2.318,0,0,0,0,0,none,False
2026-04-08 10:53:26,18:15,10,53,2,printemps,Ariana,Ariana,banlieue,36.8625,10.1956,497727,4,0,,matin_normal,pic_absolu_soir,1,3,clair,1.0,22.1,0.0,0.0,4.8,41700.0,05:54,18:47,3,élevé,surge,88,23,12,100,0,0,0,0,0,0,none,0,1.0,2.259,0,0,0,0,0,none,False
2026-04-08 10:53:26,18:30,10,53,2,printemps,Ariana,Ariana,banlieue,36.8625,10.1956,497727,4,0,,matin_normal,pic_absolu_soir,1,3,clair,1.0,22.1,0.0,0.0,4.8,41700.0,05:54,18:47,3,élevé,surge,88,21,13,97,0,0,0,0,0,0,none,0,1.0,2.284,0,0,0,0,0,none,False
2026-04-08 10:53:26,18:45,10,53,2,printemps,Ariana,Ariana,banlieue,36.8625,10.1956,497727,4,0,,matin_normal,flux_habituel,1,3,clair,1.0,22.1,0.0,0.0,4.8,41700.0,05:54,18:47,1,faible,surge,68,2,35,97,0,0,0,0,0,0,none,0,1.0,2.406,0,0,0,0,0,none,False
2026-04-08 10:53:26,19:00,10,53,2,printemps,Ariana,Ariana,banlieue,36.8625,10.1956,497727,4,0,,matin_normal,fin_embouteillage_soir,1,3,clair,1.0,22.1,0.0,0.0,4.8,41700.0,05:54,18:47,2,modéré,rush,69,8,24,100,0,0,0,0,0,0,none,0,1.0,1.902,0,0,0,0,0,none,False
2026-04-08 10:53:26,19:15,10,53,2,printemps,Ariana,Ariana,banlieue,36.8625,10.1956,497727,4,0,,matin_normal,fin_embouteillage_soir,1,3,clair,1.0,22.1,0.0,0.0,4.8,41700.0,05:54,18:47,2,modéré,rush,68,7,23,100,0,0,0,0,0,0,none,0,1.0,1.717,0,0,0,0,0,none,False
2026-04-08 10:53:26,19:30,10,53,2,printemps,Ariana,Ariana,banlieue,36.8625,10.1956,497727,4,0,,matin_normal,fin_embouteillage_soir,1,3,clair,1.0,22.1,0.0,0.0,4.8,41700.0,05:54,18:47,2,modéré,rush,69,5,24,99,0,0,0,0,0,0,none,0,1.0,1.938,0,0,0,0,0,none,False
2026-04-08 10:53:26,19:45,10,53,2,printemps,Ariana,Ariana,banlieue,36.8625,10.1956,497727,4,0,,matin_normal,fin_embouteillage_soir,1,3,clair,1.0,22.1,0.0,0.0,4.8,41700.0,05:54,18:47,2,modéré,rush,71,8,26,98,0,0,0,0,0,0,none,0,1.0,1.96,0,0,0,0,0,none,False
2026-04-08 10:53:26,20:00,10,53,2,printemps,Ariana,Ariana,banlieue,36.8625,10.1956,497727,4,0,,matin_normal,sorties_restaurants_cafés,1,3,clair,1.0,22.1,0.0,0.0,4.8,41700.0,05:54,18:47,2,modéré,rush,71,5,22,42,0,0,0,0,0,0,none,0,1.0,1.994,0,0,0,0,0,none,False
2026-04-08 10:53:26,20:15,10,53,2,printemps,Ariana,Ariana,banlieue,36.8625,10.1956,497727,4,0,,matin_normal,sorties_restaurants_cafés,1,3,clair,1.0,22.1,0.0,0.0,4.8,41700.0,05:54,18:47,2,modéré,rush,63,8,22,44,0,0,0,0,0,0,none,0,1.0,1.77,0,0,0,0,0,none,False
2026-04-08 10:53:26,20:30,10,53,2,printemps,Ariana,Ariana,banlieue,36.8625,10.1956,497727,4,0,,matin_normal,sorties_restaurants_cafés,1,3,clair,1.0,22.1,0.0,0.0,4.8,41700.0,05:54,18:47,2,modéré,rush,62,10,22,44,0,0,0,0,0,0,none,0,1.0,1.675,0,0,0,0,0,none,False
2026-04-08 10:53:26,20:45,10,53,2,printemps,Ariana,Ariana,banlieue,36.8625,10.1956,497727,4,0,,matin_normal,sorties_restaurants_cafés,1,3,clair,1.0,22.1,0.0,0.0,4.8,41700.0,05:54,18:47,2,modéré,rush,66,7,27,43,0,0,0,0,0,0,none,0,1.0,1.669,0,0,0,0,0,none,False
2026-04-08 10:53:26,21:00,10,53,2,printemps,Ariana,Ariana,banlieue,36.8625,10.1956,497727,4,0,,matin_normal,sorties_restaurants_cafés,1,3,clair,1.0,22.1,0.0,0.0,4.8,41700.0,05:54,18:47,1,faible,rush,56,1,41,45,0,0,0,0,0,0,none,0,1.0,1.715,0,0,0,0,0,none,False
2026-04-08 10:53:26,21:15,10,53,2,printemps,Ariana,Ariana,banlieue,36.8625,10.1956,497727,4,0,,matin_normal,sorties_restaurants_cafés,1,3,clair,1.0,22.1,0.0,0.0,4.8,41700.0,05:54,18:47,1,faible,rush,51,3,35,45,0,0,0,0,0,0,none,0,1.0,1.762,0,0,0,0,0,none,False
2026-04-08 10:53:26,21:30,10,53,2,printemps,Ariana,Ariana,banlieue,36.8625,10.1956,497727,4,0,,matin_normal,sorties_restaurants_cafés,1,3,clair,1.0,22.1,0.0,0.0,4.8,41700.0,05:54,18:47,1,faible,rush,57,5,38,42,0,0,0,0,0,0,none,0,1.0,1.809,0,0,0,0,0,none,False
2026-04-08 10:53:26,21:45,10,53,2,printemps,Ariana,Ariana,banlieue,36.8625,10.1956,497727,4,0,,matin_normal,sorties_restaurants_cafés,1,3,clair,1.0,22.1,0.0,0.0,4.8,41700.0,05:54,18:47,1,faible,rush,56,5,37,44,0,0,0,0,0,0,none,0,1.0,1.736,0,0,0,0,0,none,False
2026-04-08 10:53:26,22:00,10,53,2,printemps,Ariana,Ariana,banlieue,36.8625,10.1956,497727,4,0,,matin_normal,sortie_prière_tarawih,1,3,clair,1.0,22.1,0.0,0.0,4.8,41700.0,05:54,18:47,1,faible,normal,47,1,37,46,0,0,0,0,0,0,none,0,1.0,1.351,0,0,0,0,0,none,False
2026-04-08 10:53:26,22:30,10,53,2,printemps,Ariana,Ariana,banlieue,36.8625,10.1956,497727,4,0,,matin_normal,sortie_prière_tarawih,1,3,clair,1.0,22.1,0.0,0.0,4.8,41700.0,05:54,18:47,1,faible,normal,49,3,36,44,0,0,0,0,0,0,none,0,1.0,1.332,0,0,0,0,0,none,False
2026-04-08 10:53:26,23:00,10,53,2,printemps,Ariana,Ariana,banlieue,36.8625,10.1956,497727,4,0,,matin_normal,flux_habituel,1,3,clair,1.0,22.1,0.0,0.0,4.8,41700.0,05:54,18:47,1,faible,normal,51,0,38,43,0,0,0,0,0,0,none,0,1.0,1.434,0,0,0,0,0,none,False
2026-04-08 10:53:26,23:15,10,53,2,printemps,Ariana,Ariana,banlieue,36.8625,10.1956,497727,4,0,,matin_normal,flux_habituel,1,3,clair,1.0,22.1,0.0,0.0,4.8,41700.0,05:54,18:47,1,faible,normal,50,5,40,42,0,0,0,0,0,0,none,0,1.0,1.355,0,0,0,0,0,none,False
2026-04-08 10:53:26,23:30,10,53,2,printemps,Ariana,Ariana,banlieue,36.8625,10.1956,497727,4,0,,matin_normal,retour_soirées_tardives,1,3,clair,1.0,22.1,0.0,0.0,4.8,41700.0,05:54,18:47,1,faible,normal,47,0,38,46,0,0,0,0,0,0,none,0,1.0,1.322,0,0,0,0,0,none,False
2026-04-08 10:53:26,23:45,10,53,2,printemps,Ariana,Ariana,banlieue,36.8625,10.1956,497727,4,0,,matin_normal,retour_soirées_tardives,1,3,clair,1.0,22.1,0.0,0.0,4.8,41700.0,05:54,18:47,1,faible,normal,43,5,39,46,0,0,0,0,0,0,none,0,1.0,1.316,0,0,0,0,0,none,False
